t,tau_R
0.0,0.3
0.01,0.3
0.02,0.3
0.03,0.3
0.04,0.3
0.05,0.3
0.06,0.3
0.07,0.3
0.08,0.3
0.09,0.3
0.1,0.3
0.11,0.3
0.12,0.3
0.13,0.3
0.14,0.3
0.15,0.3
0.16,0.3
0.17,0.3
0.18,0.3
0.19,0.3
0.2,0.3
0.21,0.3
0.22,0.3
0.23,0.3
0.24,0.3
0.25,0.3
0.26,0.3
0.27,0.3
0.28,0.3
0.29,0.3
0.3,0.3
0.31,0.3
0.32,0.3
0.33,0.3
0.34,0.3
0.35000000000000003,0.3
0.36,0.3
0.37,0.3
0.38,0.3
0.39,0.3
0.4,0.3
0.41000000000000003,0.3
0.42,0.3
0.43,0.3
0.44,0.3
0.45,0.3
0.46,0.3
0.47000000000000003,0.3
0.48,0.3
0.49,0.3
0.5,0.3
0.51,0.3
0.52,0.3
0.53,0.3
0.54,0.3
0.55,0.3
0.56,0.3
0.5700000000000001,0.3
0.58,0.3
0.59,0.3
0.6,0.3
0.61,0.3
0.62,0.3
0.63,0.3
0.64,0.3
0.65,0.3
0.66,0.3
0.67,0.3
0.68,0.3
0.6900000000000001,0.3
0.7000000000000001,0.3
0.71,0.3
0.72,0.3
0.73,0.3
0.74,0.3
0.75,0.3
0.76,0.3
0.77,0.3
0.78,0.3
0.79,0.3
0.8,0.3
0.81,0.3
0.8200000000000001,0.3
0.8300000000000001,0.3
0.84,0.3
0.85,0.3
0.86,0.3
0.87,0.3
0.88,0.3
0.89,0.3
0.9,0.3
0.91,0.3
0.92,0.3
0.93,0.3
0.9400000000000001,0.3
0.9500000000000001,0.3
0.96,0.3
0.97,0.3
0.98,0.3
0.99,0.3
1.0,0.3
1.01,0.3
1.02,0.3
1.03,0.3
1.04,0.3
1.05,0.3
1.06,0.3
1.07,0.3
1.08,0.3
1.09,0.3
1.1,0.3
1.11,0.3
1.12,0.3
1.1300000000000001,0.3
1.1400000000000001,0.3
1.1500000000000001,0.3
1.16,0.3
1.17,0.3
1.18,0.3
1.19,0.3
1.2,0.3
1.21,0.3
1.22,0.3
1.23,0.3
1.24,0.3
1.25,0.3
1.26,0.3
1.27,0.3
1.28,0.3
1.29,0.3
1.3,0.3
1.31,0.3
1.32,0.3
1.33,0.3
1.34,0.3
1.35,0.3
1.36,0.3
1.37,0.3
1.3800000000000001,0.3
1.3900000000000001,0.3
1.4000000000000001,0.3
1.41,0.3
1.42,0.3
1.43,0.3
1.44,0.3
1.45,0.3
1.46,0.3
1.47,0.3
1.48,0.3
1.49,0.3
1.5,0.3
1.51,0.3
1.52,0.3
1.53,0.3
1.54,0.3
1.55,0.3
1.56,0.3
1.57,0.3
1.58,0.3
1.59,0.3
1.6,0.3
1.61,0.3
1.62,0.3
1.6300000000000001,0.3
1.6400000000000001,0.3
1.6500000000000001,0.3
1.6600000000000001,0.3
1.67,0.3
1.68,0.3
1.69,0.3
1.7,0.3
1.71,0.3
1.72,0.3
1.73,0.3
1.74,0.3
1.75,0.3
1.76,0.3
1.77,0.3
1.78,0.3
1.79,0.3
1.8,0.3
1.81,0.3
1.82,0.3
1.83,0.3
1.84,0.3
1.85,0.3
1.86,0.3
1.87,0.3
1.8800000000000001,0.3
1.8900000000000001,0.3
1.9000000000000001,0.3
1.9100000000000001,0.3
1.92,0.3
1.93,0.3
1.94,0.3
1.95,0.3
1.96,0.3
1.97,0.3
1.98,0.3
1.99,0.3
2.0,0.3
2.0100000000000002,0.3
2.02,0.3
2.0300000000000002,0.3
2.04,0.3
2.05,0.3
2.06,0.3
2.07,0.3
2.08,0.3
2.09,0.3
2.1,0.3
2.11,0.3
2.12,0.3
2.13,0.3
2.14,0.3
2.15,0.3
2.16,0.3
2.17,0.3
2.18,0.3
2.19,0.3
2.2,0.3
2.21,0.3
2.22,0.3
2.23,0.3
2.24,0.3
2.25,0.3
2.2600000000000002,0.3
2.27,0.3
2.2800000000000002,0.3
2.29,0.3
2.3000000000000003,0.3
2.31,0.3
2.32,0.3
2.33,0.3
2.34,0.3
2.35,0.3
2.36,0.3
2.37,0.3
2.38,0.3
2.39,0.3
2.4,0.3
2.41,0.3
2.42,0.3
2.43,0.3
2.44,0.3
2.45,0.3
2.46,0.3
2.47,0.3
2.48,0.3
2.49,0.3
2.5,0.3
2.5100000000000002,0.3
2.52,0.3
2.5300000000000002,0.3
2.54,0.3
2.5500000000000003,0.3
2.56,0.3
2.57,0.3
2.58,0.3
2.59,0.3
2.6,0.3
2.61,0.3
2.62,0.3
2.63,0.3
2.64,0.3
2.65,0.3
2.66,0.3
2.67,0.3
2.68,0.3
2.69,0.3
2.7,0.3
2.71,0.3
2.72,0.3
2.73,0.3
2.74,0.3
2.75,0.3
2.7600000000000002,0.3
2.77,0.3
2.7800000000000002,0.3
2.79,0.3
2.8000000000000003,0.3
2.81,0.3
2.82,0.3
2.83,0.3
2.84,0.3
2.85,0.3
2.86,0.3
2.87,0.3
2.88,0.3
2.89,0.3
2.9,0.3
2.91,0.3
2.92,0.3
2.93,0.3
2.94,0.3
2.95,0.3
2.96,0.3
2.97,0.3
2.98,0.3
2.99,0.3
3.0,0.3
3.0100000000000002,0.3
3.02,0.3
3.0300000000000002,0.3
3.04,0.3
3.0500000000000003,0.3
3.06,0.3
3.0700000000000003,0.3
3.08,0.3
3.09,0.3
3.1,0.3
