t,ax,ay,az,gx,gy,gz,psi
0.0,0.03457998385086095,0.02135722944629283,1.0519006946821416,-0.032570645224604504,0.16747327202802456,0.03842520791762047,0.08604680516439585
0.01,0.047576152829201974,0.04262673419997214,1.052196055524775,0.13451878125086736,0.19479014330319283,0.12164005340868886,0.11784921510975209
0.02,0.07877443438761231,0.022148655243975315,1.070819414049489,0.004579513310796687,0.17500798505558457,0.0029039436474541103,0.12156102917845996
0.03,0.08579088236748059,0.06554298191313707,1.1990270137215,0.15808949218557974,0.2613401802881519,0.18389718801255245,0.25293996418024
0.04,0.10849049177510442,0.04410831912084575,1.183411684254577,0.24520789769288093,0.29520176553443334,0.14634066093479756,0.2534250086183588
0.05,0.12009423284683493,0.02786375386067914,1.230504069169997,0.21984750834891592,0.33102911802930307,0.24336819234786136,0.3000754364187782
0.06,0.09844589434908772,0.07235492759292916,1.160505171094254,0.3495188298372828,0.4336901794086163,0.1823693091477499,0.2739336680908325
0.07,0.10511962780348438,0.06834704231759209,1.3388937042120532,0.3233131242114387,0.3631758388648754,0.2522161157262388,0.40071748230284676
0.08,0.0917088471053317,0.014496401668148272,1.3411145999182066,0.37687937356732787,0.35627571220763415,0.07033107134493605,0.39034794615660534
0.09,0.09355538813759522,0.0004297246421473,1.3517299425220752,0.49782774341280867,0.2248574362284816,0.13800191356994598,0.40522898892872494
0.1,0.05949956398581848,0.05852288626496403,1.3402467087411267,0.4500513882580846,0.29241200910270065,0.22925924152635085,0.39597226245916267
0.11,0.07589792725199034,0.0755071380440448,1.3669812197483682,0.4071460370008192,0.24334286101728606,0.03350065054437287,0.4107890366219571
0.12,0.0736905873258687,0.01902195188448745,1.3022466900034644,0.47128074210958826,0.3004576148070196,0.06450523970330325,0.35888622590562647
0.13,0.09688378534757247,0.008273924927687911,1.2327951595066937,0.5371992133454486,0.2827655372508755,0.0852136120106429,0.3181643951505181
0.14,0.08064628578427291,0.060619839275859844,1.2434479391791349,0.5024426109368959,0.21065527549688443,0.0012557156916595362,0.3148461010324927
0.15,0.11995150869049107,0.00013653732840344587,1.268886655930849,0.537577543172797,0.13741097382889336,-0.03486795115132184,0.34292438420768706
0.16,0.1122438612688142,0.03373554944584046,1.2247543285147782,0.5271725535696243,0.17899918372900164,-0.05966763586736732,0.3091964803379094
0.17,0.08426555158318767,-0.018368679103211348,1.215205255142492,0.4677192281156591,0.12431706676641349,-0.18580539167071458,0.2839460489209221
0.18,0.07567329482990852,0.03766764169773811,1.1753331015685198,0.39893951530253474,0.07016059009363296,-0.06442275515289952,0.23390072456595803
0.19,0.07045550066556437,-0.02407460304507104,1.247186799802993,0.43949274876240224,0.05926173233769455,-0.18814536096224693,0.29975211205470953
0.2,0.03493501046899461,-0.02652372845195632,1.0793884928054045,0.40207806196709167,-0.012809833678629423,-0.20697536489999654,0.16939144624311162
0.21,0.024565317603346334,-0.0069815810311724845,1.0892922801582665,0.4154339307337098,-0.007683898934976679,-0.22409302230952088,0.1758167118736509
0.22,-0.0041447283644518405,-0.027753872479394787,1.0905531448209678,0.3402333055194373,-0.0689279424866178,-0.24274825194967814,0.1641065994232387
0.23,-0.003646911347733048,-0.012599376600993023,0.9646585120104103,0.2000803094520792,-0.1075285653782842,-0.1447970171850685,0.09315114011795379
0.24,0.015529527583505669,-0.03834470239582674,1.0872596377320036,0.22214919322849377,-0.09749481459067222,-0.2299231580649191,0.14317032848946215
0.25,-0.015749849297123777,-0.038180029360908536,1.0051141843188263,0.08205954558668177,-0.04619947616672199,-0.12100308313919914,0.06389771475604814
0.26,-0.036789515086138425,-0.024153775174827384,1.045936715351607,0.054258378741461354,-0.1087224232105439,-0.10894278902103477,0.08191679875321363
0.27,-0.04606923113659872,-0.04423377390481039,1.0226645496395375,0.03824853687175491,-0.16050603017969994,-0.055052151165127926,0.08728270267481858
0.28,-0.04797999301162426,-0.07018246904308743,0.906879346455472,-0.05916966226880325,-0.21927063246727463,0.011749721009611337,0.14515848690614033
0.29,-0.03674478908502241,-0.0860399757316557,0.9537574293976695,-0.027209792340066402,-0.34519398173247057,0.09006842591761234,0.15392397539628622
0.3,-0.09445152370402088,-0.06367431190070402,0.9215485846310573,-0.09433023327595243,-0.22834767053579474,0.041470922241292285,0.15939323007419737
0.31,-0.08155981853619117,-0.06511489297618551,0.8981663295543212,-0.18221170566493453,-0.2904239266509835,0.12237471452916349,0.18578030865588294
0.32,-0.06561472085208117,-0.04400231794084898,1.00228431436727,-0.23923814640848803,-0.18779311789414094,0.13453695666419369,0.1315554921779251
0.33,-0.11748908292968338,-0.013918376586859384,0.9476809478556772,-0.26651079415549445,-0.32516381308646763,0.18074167360929183,0.194106659246645
0.34,-0.06684199966827249,-0.05280368471266284,1.0050909210954955,-0.41744476444683565,-0.2802066211389763,0.18714167346639665,0.18989941627263665
0.35000000000000003,-0.11345405264334764,-0.0388008491398996,0.8816987116496863,-0.3787147182393715,-0.28337612765196707,0.19961478318859976,0.2339440439521362
0.36,-0.08560334231860003,-0.04786407474876065,0.8433184800030453,-0.4514267612838688,-0.2729221549213113,0.25012737889211417,0.2612501358629004
0.37,-0.09823446417391421,-0.056642387378352324,0.8756660229850611,-0.46888495031305394,-0.2799226143981114,0.09320617167200188,0.2429136133520241
0.38,-0.09253659042746074,-0.07012113267833452,0.7875951473170104,-0.5687172189216291,-0.23236481934986236,0.20223458730236682,0.3169052958320438
0.39,-0.12228823060122057,-0.02804483787051542,0.7569863784743849,-0.5074527830954788,-0.31901848739461514,0.07647158989658193,0.3336307047694746
0.4,-0.0927801660923605,-0.030119948690606996,0.8183821572244552,-0.4327801794204297,-0.23707959527442105,0.12682666635948175,0.261647574980441
0.41000000000000003,-0.09829789139165103,-0.011667857046268774,0.7586878520299093,-0.5052328388801088,-0.26184352133028577,-0.040266080423115275,0.3171348734148451
0.42,-0.06189021563599417,-0.023739275450950975,0.6968453144363238,-0.4451403870971448,-0.21495345155812381,-0.007369031252346102,0.3474732229797741
0.43,-0.09038183132695715,-0.0642082933725085,0.7312778761386828,-0.5172233930327723,-0.1867995196145636,-0.08022059225046016,0.3396882459687408
0.44,-0.07244970880728702,0.02783119753371808,0.6081552518289198,-0.5203520635923068,-0.05940103235044765,-0.051214046610901516,0.4327327185014004
0.45,-0.06977200559758748,-0.01391202051732542,0.7413350374356215,-0.5317910701841266,-0.13936688946022482,-0.04409871676067975,0.31997843183713054
0.46,-0.04707824934649746,-0.0016909995343206666,0.6419753868418491,-0.4066502141246553,-0.02293621837924767,-0.20363062574501462,0.3887626969222319
0.47000000000000003,-0.021042844817505832,0.02219571869649976,0.6561425744408024,-0.3329340417578262,-0.08897157671360847,-0.18206916541366927,0.3665574992010403
0.48,-0.0343892996081578,0.01933988342332438,0.5636853319337853,-0.3792068762235034,0.03167936824940815,-0.19871502733735283,0.4586458923089292
0.49,-0.014999126777336034,0.03702954112638116,0.7190163473455292,-0.33768075641429546,0.08078986796363943,-0.2832963415934189,0.3172210350796335
0.5,-0.033418841193340626,0.006033239625989272,0.6927950608360907,-0.36070918433280347,0.07270780507227181,-0.2021262112406143,0.3363827405781791
0.51,-0.0001794095321473784,-0.0007290931968061583,0.7819702686116174,-0.20207957671223897,0.17135732404213422,-0.1817074718664065,0.2405394704614527
0.52,-0.01449702359625534,0.03376359780873822,0.8109958394887876,-0.06853902033310857,0.0769380603495342,-0.2018463423573414,0.20544736006298436
0.53,0.0030048538831765857,0.01047880914356468,0.9067391877132169,-0.1335970768657137,0.14617388639357637,-0.07805848664702324,0.11553019012849408
0.54,0.056777784765414216,0.030507965108016823,0.9918680604233682,-0.13107065830074888,0.16290571137021118,-0.04641603481319527,0.09384990609690702
0.55,0.04075206785800282,0.04731119730749825,0.9537316047880964,-0.02377130476684243,0.23099083575690704,-0.047587522250134254,0.10797446995307342
0.56,0.039553425767832745,0.06975873785143819,1.0142267127296931,0.037886290571505096,0.3102013707768274,0.07773858741859166,0.13039750493618837
0.5700000000000001,0.0618530473806528,0.039480382740187565,1.032628991926171,0.1329696413511171,0.27376327311810783,0.18982842665298846,0.1389797103364245
0.58,0.04213060160745981,0.06233602776436041,1.0594346767754326,0.07236444189803189,0.1820461566701388,0.19761157044459923,0.13013847851793128
0.59,0.11220202290354768,0.054099236361941874,1.1978022177541396,0.22255305761973587,0.40799445376885,0.1349640517165056,0.279396138070709
0.6,0.07445270296280801,0.04626072378313695,1.2667559536568807,0.21984192612038383,0.2749833107232601,0.20743322281230428,0.30909461644146136
0.61,0.09490827208399395,0.03633472842092212,1.3413055386329178,0.28844407665417293,0.2921107758182236,0.17941468189221899,0.38326113184008975
0.62,0.08884700453767794,0.05612972843156558,1.2695606669206196,0.305316808008269,0.30116113874876066,0.2863928389061565,0.33211596479537436
0.63,0.09606176984467386,0.06776285798223598,1.3344659227584355,0.28010795643223735,0.2549048184703889,0.2412684344865177,0.38190556575654616
0.64,0.07897771229688198,0.03652221203417363,1.3868323289169933,0.37019214133642026,0.3011206713423187,0.20883011192262668,0.4293520598449646
0.65,0.0934769782567979,0.03713457250077461,1.371854292032419,0.43780408919483277,0.31163993397154266,0.16522299179291208,0.4242659390519338
0.66,0.11281214098637121,0.021891762328326483,1.2190735284642744,0.4511938289379167,0.2927120225887207,0.09126939127185887,0.3015918921453848
0.67,0.08483897446215435,0.05670980243366115,1.2672140700681267,0.5737340763058967,0.19952897667008315,0.10606696960639696,0.3461795675815316
0.68,0.09167634867294398,0.039823195718919575,1.2556199106038413,0.5062801290534952,0.28515688865422756,0.1069618338599649,0.3320232882386315
0.6900000000000001,0.1263296789181845,0.019693317881042224,1.283654267207314,0.4763678140986272,0.16343170451941136,0.025201497391343034,0.3496196376519097
0.7000000000000001,0.08618341229952939,0.027616060893728575,1.3099328027550747,0.38557868034428827,0.1845835400143655,-0.017798790320170312,0.3500777763443529
0.71,0.060363742576724146,0.023757502465084786,1.2641502788581334,0.4401697361688821,0.17950352005190656,-0.07761041449821282,0.3117418785484819
0.72,0.09350707009218354,0.03648241615334437,1.216800227002313,0.48721843877263005,0.14701995187558525,-0.15072491584092063,0.29197319163297153
0.73,0.07907325493720022,0.05077122313951345,1.2172487217381278,0.43713514712125745,0.10609102651307462,-0.11962973572696839,0.278734058709801
0.74,0.07027226298952899,0.020181321826221944,1.1508612917661747,0.4144241181078624,0.1162239110581586,-0.2087131848372711,0.2258013731563364
0.75,0.04865165402757059,0.038155720802712935,1.0797342581281595,0.31588792145839584,-0.012701659583797806,-0.18529246402460103,0.15365017155610539
0.76,0.03733018474422566,0.028244641820910125,1.1461824023494964,0.36427805448798195,0.07397830432697973,-0.1745418483005591,0.20105773293107024
0.77,0.04916822262431603,-0.020948348688744133,1.1390273242243103,0.24062780952534257,-0.04588017398753197,-0.22551660668973214,0.18240447255285497
0.78,0.005348488284810226,-0.006132317881063571,1.095901142393482,0.323738834486067,-0.08376032014403884,-0.1366290532467097,0.14937286567350236
0.79,0.019216346473027286,-0.08486684494710989,1.0444515586626226,0.26152203381114647,-0.11287732779231593,-0.21897967353403988,0.14985428483202443
0.8,-0.006124420021415401,-0.01762907517968165,1.0793376533610892,0.1176874034557327,-0.07374278198085171,-0.10365561268730093,0.09821424000589064
0.81,-0.007268863796073204,-0.07670283938316912,0.950766036728664,0.12202662715500766,-0.1908324673111922,-0.11879498503492214,0.12207425104486429
0.8200000000000001,-0.03278058291124077,-0.0386945787121983,1.0779191433751336,0.13794109161315082,-0.19431129617049553,-0.06585895892156211,0.12147194180773452
0.8300000000000001,-0.049540398062962586,-0.030268852100279922,0.986872662873943,0.04694707050231842,-0.19156916613600553,-0.03871924253719642,0.08708028873557666
0.84,-0.06988409578386454,-0.052073236552057645,1.0266197491077032,-0.02809423457588192,-0.22237636328407195,0.1037878744558599,0.12002193731099296
0.85,-0.08077055115826962,-0.036614562592171496,0.971765170687775,-0.13999269251678353,-0.24061086211043597,0.17788848380111572,0.13991175459476501
0.86,-0.04916943790806205,-0.04464988327323295,1.0118162190555642,-0.19304265451106256,-0.2656018005934912,0.0836308488176465,0.12661460782465583
0.87,-0.09503580229367484,-0.05554522645917012,0.942629362615002,-0.1745759069628413,-0.27559608023134247,0.1855633698235586,0.1717406097260321
0.88,-0.07459088552733092,-0.04978269712313829,0.9590755062774075,-0.26886924107044685,-0.3087471256625588,0.11277937981873062,0.16658450052197163
0.89,-0.09662222613872909,-0.09743410092058916,0.9074470092529049,-0.18564978636284174,-0.2732906306796359,0.19047920050837328,0.20478991304371957
0.9,-0.11036740297445606,-0.006907962026011218,0.9131225045503469,-0.47648356363769895,-0.31072251250702754,0.1961860172556794,0.2366089278757333
0.91,-0.07604324879023987,-0.07265016798315632,0.9757942846949345,-0.4174396614929144,-0.37333589763655733,0.17196628747617723,0.21439994402042237
0.92,-0.06751154075642027,-0.0477657457627804,0.8310415261642029,-0.47055424189965395,-0.3224613671103444,0.16487659603893193,0.26579133255522774
0.93,-0.13819314736604488,-0.0070404578629384845,0.6947876750493168,-0.4533026569518622,-0.31218138525101996,0.20076319932396225,0.38291789610518373
0.9400000000000001,-0.0965010462114945,-0.029414668264577837,0.8176595982712163,-0.4979187301237699,-0.27466310217578543,0.15220032004988318,0.2794252648284697
0.9500000000000001,-0.08440000399847318,-0.035950362085483134,0.7654760692494608,-0.4377379376684104,-0.32269150568933624,0.047692205294138534,0.30531811105813816
0.96,-0.09186420241904095,-0.036728956576967,0.7357736293547605,-0.43112192457494036,-0.24252083513371375,0.02638497465032688,0.3227096008840146
0.97,-0.042482542774001,-0.05468363849608705,0.6986843818736497,-0.4133149320891715,-0.1168221066899655,-0.027293449079864605,0.3377992384431668
0.98,-0.03751370319913933,-0.0031337350460487502,0.7165759303405027,-0.3906053701155174,-0.12077766143851972,-0.06421989032354249,0.3144434778832026
0.99,-0.06847886245740935,-0.02251338048983985,0.7864291287219114,-0.5654205893303474,-0.18675322713346432,-0.044523577975434006,0.29404877134744245
1.0,-0.08344836097129806,0.010040351897834246,0.6053323894723694,-0.5235536026178946,-0.0679646404931938,-0.22558736779933852,0.4424801500438588
1.01,-0.07707062623021012,-0.011690954688365476,0.6690878868062564,-0.36031376995704856,-0.13640524394751566,-0.1294053658187956,0.36345178733549377
