t,tau_R
0.0,0.58
0.01,0.58
0.02,0.58
0.03,0.58
0.04,0.58
0.05,0.58
0.06,0.58
0.07,0.58
0.08,0.58
0.09,0.58
0.1,0.58
0.11,0.58
0.12,0.58
0.13,0.58
0.14,0.58
0.15,0.58
0.16,0.58
0.17,0.58
0.18,0.58
0.19,0.58
0.2,0.58
0.21,0.58
0.22,0.58
0.23,0.58
0.24,0.58
0.25,0.58
0.26,0.58
0.27,0.58
0.28,0.58
0.29,0.58
0.3,0.58
0.31,0.58
0.32,0.58
0.33,0.58
0.34,0.58
0.35000000000000003,0.58
0.36,0.58
0.37,0.58
0.38,0.58
0.39,0.58
0.4,0.58
0.41000000000000003,0.58
0.42,0.58
0.43,0.58
0.44,0.58
0.45,0.58
0.46,0.58
0.47000000000000003,0.58
0.48,0.58
0.49,0.58
0.5,0.58
0.51,0.58
0.52,0.58
0.53,0.58
0.54,0.58
0.55,0.58
0.56,0.58
0.5700000000000001,0.58
0.58,0.58
0.59,0.58
0.6,0.58
0.61,0.5400000000000001
0.62,0.5400000000000001
0.63,0.5400000000000001
0.64,0.5400000000000001
0.65,0.5400000000000001
0.66,0.5400000000000001
0.67,0.5400000000000001
0.68,0.5400000000000001
0.6900000000000001,0.5400000000000001
0.7000000000000001,0.5400000000000001
0.71,0.5400000000000001
0.72,0.5400000000000001
0.73,0.5400000000000001
0.74,0.5400000000000001
0.75,0.5400000000000001
0.76,0.5400000000000001
0.77,0.5400000000000001
0.78,0.5400000000000001
0.79,0.5400000000000001
0.8,0.5400000000000001
0.81,0.5400000000000001
0.8200000000000001,0.5400000000000001
0.8300000000000001,0.5400000000000001
0.84,0.5400000000000001
0.85,0.5400000000000001
0.86,0.5400000000000001
0.87,0.5400000000000001
0.88,0.5400000000000001
0.89,0.5400000000000001
0.9,0.5400000000000001
0.91,0.5400000000000001
0.92,0.5400000000000001
0.93,0.5400000000000001
0.9400000000000001,0.5400000000000001
0.9500000000000001,0.5400000000000001
0.96,0.5400000000000001
0.97,0.5400000000000001
0.98,0.5400000000000001
0.99,0.5400000000000001
1.0,0.5400000000000001
1.01,0.5400000000000001
1.02,0.5400000000000001
1.03,0.5400000000000001
1.04,0.5400000000000001
1.05,0.5400000000000001
1.06,0.5400000000000001
1.07,0.5400000000000001
1.08,0.5400000000000001
1.09,0.5400000000000001
1.1,0.5400000000000001
1.11,0.5400000000000001
1.12,0.5400000000000001
1.1300000000000001,0.5400000000000001
1.1400000000000001,0.5400000000000001
1.1500000000000001,0.6299999999999999
1.16,0.6299999999999999
1.17,0.6299999999999999
1.18,0.6299999999999999
1.19,0.6299999999999999
1.2,0.6299999999999999
1.21,0.6299999999999999
1.22,0.6299999999999999
1.23,0.6299999999999999
1.24,0.6299999999999999
1.25,0.6299999999999999
1.26,0.6299999999999999
1.27,0.6299999999999999
1.28,0.6299999999999999
1.29,0.6299999999999999
1.3,0.6299999999999999
1.31,0.6299999999999999
1.32,0.6299999999999999
1.33,0.6299999999999999
1.34,0.6299999999999999
1.35,0.6299999999999999
1.36,0.6299999999999999
1.37,0.6299999999999999
1.3800000000000001,0.6299999999999999
1.3900000000000001,0.6299999999999999
1.4000000000000001,0.6299999999999999
1.41,0.6299999999999999
1.42,0.6299999999999999
1.43,0.6299999999999999
1.44,0.6299999999999999
1.45,0.6299999999999999
1.46,0.6299999999999999
1.47,0.6299999999999999
1.48,0.6299999999999999
1.49,0.6299999999999999
1.5,0.6299999999999999
1.51,0.6299999999999999
1.52,0.6299999999999999
1.53,0.6299999999999999
1.54,0.6299999999999999
1.55,0.6299999999999999
1.56,0.6299999999999999
1.57,0.6299999999999999
1.58,0.6299999999999999
1.59,0.6299999999999999
1.6,0.6299999999999999
1.61,0.6299999999999999
1.62,0.6299999999999999
1.6300000000000001,0.6299999999999999
1.6400000000000001,0.6299999999999999
1.6500000000000001,0.6299999999999999
1.6600000000000001,0.6299999999999999
1.67,0.6299999999999999
1.68,0.6299999999999999
1.69,0.6299999999999999
1.7,0.6299999999999999
1.71,0.6299999999999999
1.72,0.6299999999999999
1.73,0.6299999999999999
1.74,0.6299999999999999
1.75,0.6299999999999999
1.76,0.6299999999999999
1.77,0.6299999999999999
1.78,0.49
1.79,0.49
1.8,0.49
1.81,0.49
1.82,0.49
1.83,0.49
1.84,0.49
1.85,0.49
1.86,0.49
1.87,0.49
1.8800000000000001,0.49
1.8900000000000001,0.49
1.9000000000000001,0.49
1.9100000000000001,0.49
1.92,0.49
1.93,0.49
1.94,0.49
1.95,0.49
1.96,0.49
1.97,0.49
1.98,0.49
1.99,0.49
2.0,0.49
2.0100000000000002,0.49
2.02,0.49
2.0300000000000002,0.49
2.04,0.49
2.05,0.49
2.06,0.49
2.07,0.49
2.08,0.49
2.09,0.49
2.1,0.49
2.11,0.49
2.12,0.49
2.13,0.49
2.14,0.49
2.15,0.49
2.16,0.49
2.17,0.49
2.18,0.49
2.19,0.49
2.2,0.49
2.21,0.49
2.22,0.49
2.23,0.49
2.24,0.49
2.25,0.49
2.2600000000000002,0.49
2.27,0.54
2.2800000000000002,0.54
2.29,0.54
2.3000000000000003,0.54
2.31,0.54
2.32,0.54
2.33,0.54
2.34,0.54
2.35,0.54
2.36,0.54
2.37,0.54
2.38,0.54
2.39,0.54
2.4,0.54
2.41,0.54
2.42,0.54
2.43,0.54
2.44,0.54
2.45,0.54
2.46,0.54
2.47,0.54
2.48,0.54
2.49,0.54
2.5,0.54
2.5100000000000002,0.54
2.52,0.54
2.5300000000000002,0.54
2.54,0.54
2.5500000000000003,0.54
2.56,0.54
2.57,0.54
2.58,0.54
2.59,0.54
2.6,0.54
2.61,0.54
2.62,0.54
2.63,0.54
2.64,0.54
2.65,0.54
2.66,0.54
2.67,0.54
2.68,0.54
2.69,0.54
2.7,0.54
2.71,0.54
2.72,0.54
2.73,0.54
2.74,0.54
2.75,0.54
2.7600000000000002,0.54
2.77,0.54
2.7800000000000002,0.54
2.79,0.54
2.8000000000000003,0.54
2.81,0.5899999999999999
2.82,0.5899999999999999
2.83,0.5899999999999999
2.84,0.5899999999999999
2.85,0.5899999999999999
2.86,0.5899999999999999
2.87,0.5899999999999999
2.88,0.5899999999999999
2.89,0.5899999999999999
2.9,0.5899999999999999
2.91,0.5899999999999999
2.92,0.5899999999999999
2.93,0.5899999999999999
2.94,0.5899999999999999
2.95,0.5899999999999999
2.96,0.5899999999999999
2.97,0.5899999999999999
2.98,0.5899999999999999
2.99,0.5899999999999999
3.0,0.5899999999999999
3.0100000000000002,0.5899999999999999
3.02,0.5899999999999999
3.0300000000000002,0.5899999999999999
3.04,0.5899999999999999
3.0500000000000003,0.5899999999999999
3.06,0.5899999999999999
3.0700000000000003,0.5899999999999999
3.08,0.5899999999999999
3.09,0.5899999999999999
3.1,0.5899999999999999
3.11,0.5899999999999999
3.12,0.5899999999999999
3.13,0.5899999999999999
3.14,0.5899999999999999
3.15,0.5899999999999999
3.16,0.5899999999999999
3.17,0.5899999999999999
3.18,0.5899999999999999
3.19,0.5899999999999999
3.2,0.5899999999999999
3.21,0.5899999999999999
3.22,0.5899999999999999
3.23,0.5899999999999999
3.24,0.5899999999999999
3.25,0.5899999999999999
3.2600000000000002,0.5899999999999999
3.27,0.5899999999999999
3.2800000000000002,0.5899999999999999
3.29,0.5899999999999999
3.3000000000000003,0.5899999999999999
3.31,0.5899999999999999
3.3200000000000003,0.5899999999999999
3.33,0.5899999999999999
3.34,0.5899999999999999
3.35,0.5899999999999999
3.36,0.5899999999999999
3.37,0.5899999999999999
3.38,0.5899999999999999
3.39,0.5899999999999999
3.4,0.54
3.41,0.54
3.42,0.54
3.43,0.54
3.44,0.54
3.45,0.54
3.46,0.54
3.47,0.54
3.48,0.54
3.49,0.54
3.5,0.54
3.5100000000000002,0.54
3.52,0.54
3.5300000000000002,0.54
3.54,0.54
3.5500000000000003,0.54
3.56,0.54
3.5700000000000003,0.54
3.58,0.54
3.59,0.54
3.6,0.54
3.61,0.54
3.62,0.54
3.63,0.54
3.64,0.54
3.65,0.54
3.66,0.54
3.67,0.54
3.68,0.54
3.69,0.54
3.7,0.54
3.71,0.54
3.72,0.54
3.73,0.54
3.74,0.54
3.75,0.54
3.7600000000000002,0.54
3.77,0.54
3.7800000000000002,0.54
3.79,0.54
3.8000000000000003,0.54
3.81,0.54
3.8200000000000003,0.54
3.83,0.54
3.84,0.54
3.85,0.54
3.86,0.54
3.87,0.54
3.88,0.54
3.89,0.54
3.9,0.54
3.91,0.54
3.92,0.54
3.93,0.54
3.94,0.5299999999999998
3.95,0.5299999999999998
3.96,0.5299999999999998
3.97,0.5299999999999998
3.98,0.5299999999999998
3.99,0.5299999999999998
4.0,0.5299999999999998
4.01,0.5299999999999998
4.0200000000000005,0.5299999999999998
4.03,0.5299999999999998
4.04,0.5299999999999998
4.05,0.5299999999999998
4.0600000000000005,0.5299999999999998
4.07,0.5299999999999998
4.08,0.5299999999999998
4.09,0.5299999999999998
4.1,0.5299999999999998
4.11,0.5299999999999998
4.12,0.5299999999999998
4.13,0.5299999999999998
4.14,0.5299999999999998
4.15,0.5299999999999998
4.16,0.5299999999999998
4.17,0.5299999999999998
4.18,0.5299999999999998
4.19,0.5299999999999998
4.2,0.5299999999999998
4.21,0.5299999999999998
4.22,0.5299999999999998
4.23,0.5299999999999998
4.24,0.5299999999999998
4.25,0.5299999999999998
4.26,0.5299999999999998
4.2700000000000005,0.5299999999999998
4.28,0.5299999999999998
4.29,0.5299999999999998
4.3,0.5299999999999998
4.3100000000000005,0.5299999999999998
4.32,0.5299999999999998
4.33,0.5299999999999998
4.34,0.5299999999999998
4.3500000000000005,0.5299999999999998
4.36,0.5299999999999998
4.37,0.5299999999999998
4.38,0.5299999999999998
4.39,0.5299999999999998
4.4,0.5299999999999998
4.41,0.5299999999999998
4.42,0.5299999999999998
4.43,0.5299999999999998
4.44,0.5299999999999998
4.45,0.5299999999999998
4.46,0.5299999999999998
4.47,0.6100000000000003
4.48,0.6100000000000003
4.49,0.6100000000000003
4.5,0.6100000000000003
4.51,0.6100000000000003
4.5200000000000005,0.6100000000000003
4.53,0.6100000000000003
4.54,0.6100000000000003
4.55,0.6100000000000003
4.5600000000000005,0.6100000000000003
4.57,0.6100000000000003
4.58,0.6100000000000003
4.59,0.6100000000000003
4.6000000000000005,0.6100000000000003
4.61,0.6100000000000003
4.62,0.6100000000000003
4.63,0.6100000000000003
4.64,0.6100000000000003
4.65,0.6100000000000003
4.66,0.6100000000000003
4.67,0.6100000000000003
4.68,0.6100000000000003
4.69,0.6100000000000003
4.7,0.6100000000000003
4.71,0.6100000000000003
4.72,0.6100000000000003
4.73,0.6100000000000003
4.74,0.6100000000000003
4.75,0.6100000000000003
4.76,0.6100000000000003
4.7700000000000005,0.6100000000000003
4.78,0.6100000000000003
4.79,0.6100000000000003
4.8,0.6100000000000003
4.8100000000000005,0.6100000000000003
4.82,0.6100000000000003
4.83,0.6100000000000003
4.84,0.6100000000000003
4.8500000000000005,0.6100000000000003
4.86,0.6100000000000003
4.87,0.6100000000000003
4.88,0.6100000000000003
4.89,0.6100000000000003
4.9,0.6100000000000003
4.91,0.6100000000000003
4.92,0.6100000000000003
4.93,0.6100000000000003
4.94,0.6100000000000003
4.95,0.6100000000000003
4.96,0.6100000000000003
4.97,0.6100000000000003
4.98,0.6100000000000003
4.99,0.6100000000000003
5.0,0.6100000000000003
5.01,0.6100000000000003
5.0200000000000005,0.6100000000000003
5.03,0.6100000000000003
5.04,0.6100000000000003
5.05,0.6100000000000003
5.0600000000000005,0.6100000000000003
5.07,0.6100000000000003
5.08,0.5200000000000005
5.09,0.5200000000000005
5.1000000000000005,0.5200000000000005
5.11,0.5200000000000005
5.12,0.5200000000000005
5.13,0.5200000000000005
5.14,0.5200000000000005
5.15,0.5200000000000005
5.16,0.5200000000000005
5.17,0.5200000000000005
5.18,0.5200000000000005
5.19,0.5200000000000005
5.2,0.5200000000000005
5.21,0.5200000000000005
5.22,0.5200000000000005
5.23,0.5200000000000005
5.24,0.5200000000000005
5.25,0.5200000000000005
5.26,0.5200000000000005
5.2700000000000005,0.5200000000000005
5.28,0.5200000000000005
5.29,0.5200000000000005
5.3,0.5200000000000005
5.3100000000000005,0.5200000000000005
5.32,0.5200000000000005
5.33,0.5200000000000005
5.34,0.5200000000000005
5.3500000000000005,0.5200000000000005
5.36,0.5200000000000005
5.37,0.5200000000000005
5.38,0.5200000000000005
5.39,0.5200000000000005
5.4,0.5200000000000005
5.41,0.5200000000000005
5.42,0.5200000000000005
5.43,0.5200000000000005
5.44,0.5200000000000005
5.45,0.5200000000000005
5.46,0.5200000000000005
5.47,0.5200000000000005
5.48,0.5200000000000005
5.49,0.5200000000000005
5.5,0.5200000000000005
5.51,0.5200000000000005
5.5200000000000005,0.5200000000000005
5.53,0.5200000000000005
5.54,0.5200000000000005
5.55,0.5200000000000005
5.5600000000000005,0.5200000000000005
5.57,0.5200000000000005
5.58,0.5200000000000005
5.59,0.5200000000000005
5.6000000000000005,0.5999999999999996
5.61,0.5999999999999996
5.62,0.5999999999999996
5.63,0.5999999999999996
5.64,0.5999999999999996
5.65,0.5999999999999996
5.66,0.5999999999999996
5.67,0.5999999999999996
5.68,0.5999999999999996
5.69,0.5999999999999996
5.7,0.5999999999999996
5.71,0.5999999999999996
5.72,0.5999999999999996
5.73,0.5999999999999996
5.74,0.5999999999999996
5.75,0.5999999999999996
5.76,0.5999999999999996
5.7700000000000005,0.5999999999999996
5.78,0.5999999999999996
5.79,0.5999999999999996
5.8,0.5999999999999996
5.8100000000000005,0.5999999999999996
5.82,0.5999999999999996
5.83,0.5999999999999996
5.84,0.5999999999999996
5.8500000000000005,0.5999999999999996
5.86,0.5999999999999996
5.87,0.5999999999999996
5.88,0.5999999999999996
5.89,0.5999999999999996
5.9,0.5999999999999996
5.91,0.5999999999999996
5.92,0.5999999999999996
5.93,0.5999999999999996
5.94,0.5999999999999996
5.95,0.5999999999999996
5.96,0.5999999999999996
5.97,0.5999999999999996
5.98,0.5999999999999996
5.99,0.5999999999999996
6.0,0.5999999999999996
6.01,0.5999999999999996
6.0200000000000005,0.5999999999999996
6.03,0.5999999999999996
6.04,0.5999999999999996
6.05,0.5999999999999996
6.0600000000000005,0.5999999999999996
6.07,0.5999999999999996
6.08,0.5999999999999996
6.09,0.5999999999999996
6.1000000000000005,0.5999999999999996
6.11,0.5999999999999996
6.12,0.5999999999999996
6.13,0.5999999999999996
6.140000000000001,0.5999999999999996
6.15,0.5999999999999996
6.16,0.5999999999999996
6.17,0.5999999999999996
6.18,0.5999999999999996
6.19,0.5999999999999996
6.2,0.5300000000000002
6.21,0.5300000000000002
6.22,0.5300000000000002
6.23,0.5300000000000002
6.24,0.5300000000000002
6.25,0.5300000000000002
6.26,0.5300000000000002
6.2700000000000005,0.5300000000000002
6.28,0.5300000000000002
6.29,0.5300000000000002
6.3,0.5300000000000002
6.3100000000000005,0.5300000000000002
6.32,0.5300000000000002
6.33,0.5300000000000002
6.34,0.5300000000000002
6.3500000000000005,0.5300000000000002
6.36,0.5300000000000002
6.37,0.5300000000000002
6.38,0.5300000000000002
6.390000000000001,0.5300000000000002
6.4,0.5300000000000002
6.41,0.5300000000000002
6.42,0.5300000000000002
6.43,0.5300000000000002
6.44,0.5300000000000002
6.45,0.5300000000000002
6.46,0.5300000000000002
6.47,0.5300000000000002
6.48,0.5300000000000002
6.49,0.5300000000000002
6.5,0.5300000000000002
6.51,0.5300000000000002
6.5200000000000005,0.5300000000000002
6.53,0.5300000000000002
6.54,0.5300000000000002
6.55,0.5300000000000002
6.5600000000000005,0.5300000000000002
6.57,0.5300000000000002
6.58,0.5300000000000002
6.59,0.5300000000000002
6.6000000000000005,0.5300000000000002
6.61,0.5300000000000002
6.62,0.5300000000000002
6.63,0.5300000000000002
6.640000000000001,0.5300000000000002
6.65,0.5300000000000002
6.66,0.5300000000000002
6.67,0.5300000000000002
6.68,0.5300000000000002
6.69,0.5300000000000002
6.7,0.5300000000000002
6.71,0.5300000000000002
6.72,0.5300000000000002
6.73,0.5099999999999998
6.74,0.5099999999999998
6.75,0.5099999999999998
6.76,0.5099999999999998
6.7700000000000005,0.5099999999999998
6.78,0.5099999999999998
6.79,0.5099999999999998
6.8,0.5099999999999998
6.8100000000000005,0.5099999999999998
6.82,0.5099999999999998
6.83,0.5099999999999998
6.84,0.5099999999999998
6.8500000000000005,0.5099999999999998
6.86,0.5099999999999998
6.87,0.5099999999999998
6.88,0.5099999999999998
6.890000000000001,0.5099999999999998
6.9,0.5099999999999998
6.91,0.5099999999999998
6.92,0.5099999999999998
6.93,0.5099999999999998
6.94,0.5099999999999998
6.95,0.5099999999999998
6.96,0.5099999999999998
6.97,0.5099999999999998
6.98,0.5099999999999998
6.99,0.5099999999999998
7.0,0.5099999999999998
7.01,0.5099999999999998
7.0200000000000005,0.5099999999999998
7.03,0.5099999999999998
7.04,0.5099999999999998
7.05,0.5099999999999998
7.0600000000000005,0.5099999999999998
7.07,0.5099999999999998
7.08,0.5099999999999998
7.09,0.5099999999999998
7.1000000000000005,0.5099999999999998
7.11,0.5099999999999998
7.12,0.5099999999999998
7.13,0.5099999999999998
7.140000000000001,0.5099999999999998
7.15,0.5099999999999998
7.16,0.5099999999999998
7.17,0.5099999999999998
7.18,0.5099999999999998
7.19,0.5099999999999998
7.2,0.5099999999999998
7.21,0.5099999999999998
7.22,0.5099999999999998
7.23,0.5099999999999998
7.24,0.5700000000000003
7.25,0.5700000000000003
7.26,0.5700000000000003
7.2700000000000005,0.5700000000000003
7.28,0.5700000000000003
7.29,0.5700000000000003
7.3,0.5700000000000003
7.3100000000000005,0.5700000000000003
7.32,0.5700000000000003
7.33,0.5700000000000003
7.34,0.5700000000000003
7.3500000000000005,0.5700000000000003
7.36,0.5700000000000003
7.37,0.5700000000000003
7.38,0.5700000000000003
7.390000000000001,0.5700000000000003
7.4,0.5700000000000003
7.41,0.5700000000000003
7.42,0.5700000000000003
7.43,0.5700000000000003
