t,ax,ay,az,gx,gy,gz,psi
0.0,0.13534405570843286,0.18114041680928503,0.9665935749761017,0.137478070894536,0.07305512475057227,-0.032570645224604504,1.005351242781388
0.01,0.19114400574822926,0.14658893495867661,1.0538726918967452,0.15144248587109643,0.10552575588525889,0.1232331427635192,1.10359816811593
0.02,0.16209578484469805,0.12207499637773549,1.1862044603911641,0.12778376517974216,0.01743723546051249,-0.01784756278414143,1.2104584476049915
0.03,0.25928721944372,0.16329578892525007,1.2557161343968082,0.18917270035675596,0.11098789429057787,0.1248075377332811,1.316966184739155
0.04,0.225182599093666,0.11909965436233683,1.3603150455446629,0.20883941028020903,0.07627538311424466,0.20149632102778764,1.4161149510128508
0.05,0.19970810782143752,0.11421318408311999,1.4315342025012021,0.2304278375779148,0.12606202703591596,0.16626482885101626,1.4828522411160434
0.06,0.2938653998436779,0.041451915445188225,1.4127650736417818,0.30592271576979235,0.08543219220019618,0.28674969370821274,1.5056869004382283
0.07,0.2891187569326683,0.12066203344715908,1.457076586347306,0.24340152097019038,0.12809243983744834,0.2521595564905102,1.5363780706229233
0.08,0.18273901547264906,0.0975178801550023,1.442969576943469,0.23237401206474473,0.024590391204932338,0.298250530353666,1.506193955767043
0.09,0.15396272764338736,0.08300466783531907,1.4587124648549512,0.12240466872045896,0.07549719271333843,0.4127282952333394,1.5327960484772363
0.1,0.26754985850415114,0.05891525496900601,1.3767092401283363,0.17234806455988727,0.14474324170766623,0.35956868301148265,1.4663991152099727
0.11,0.2969961219359245,0.06137676055937195,1.4135173048188856,0.12977933433991146,0.04521705429429465,0.3124362065013448,1.485432130714124
0.12,0.17763824412474594,0.012378283388514866,1.3974712832916731,0.17298691304595837,0.08421233173077113,0.3735539297527689,1.47009975261364
0.13,0.14797103493168845,-0.03634242895579992,1.4398294593296959,0.1572099559768388,0.11834634090991447,0.4377041116473187,1.5253297306788391
0.14,0.24281246450872584,-0.03429412470510854,1.3799424200203874,0.09878012230666541,0.08973644147994535,0.4024505065165143,1.464292188796217
0.15,0.110442079937113,-0.021127244482851,1.4567775171117687,0.04033420347682101,0.08857500757140908,0.4383660730413492,1.5285554428193573
0.16,0.16482865236517613,-0.04794117273204371,1.4154995156552346,0.0746435301672813,0.09166982828569234,0.430009380278157,1.4939842036128141
0.17,0.04656476910491394,-0.05272202207421294,1.3244525666180897,0.03281255901895267,0.03022807103926073,0.3738458423502717,1.3787217285244127
0.18,0.14351760169582461,-0.07485505872736788,1.284121438490806,-0.007746401380147502,0.11252416231524946,0.30955537288740836,1.3355578135475263
0.19,0.0040421118799242525,-0.029487648978675014,1.2556026420221709,-0.012883113181617722,0.04215406270627705,0.3557399447581881,1.3061078449608399
0.2,-0.01751400751225287,-0.12773565143498156,1.1555518241832163,-0.06618761148256745,0.028546455879626266,0.3250267376895128,1.2094466651117606
0.21,0.004458394402275677,-0.11937121232609564,1.1231303196972557,-0.05701934586062782,0.00951561051205742,0.3460686001524293,1.1827071942342116
0.22,-0.05443346062918937,-0.11627122815962711,1.0497906139458955,-0.10029704915567772,-0.016854366288829317,0.27944027574997676,1.0986231240540474
0.23,-0.041485467545396296,-0.1894955337173756,1.054229104932887,-0.12488305727078439,0.020672174548051404,0.14863635607392858,1.0895616045661063
0.24,-0.11012901628689535,-0.113492634698172,1.1096061595530764,-0.11006503487712756,-0.057063049700056684,0.18071163512916535,1.1420429091289916
0.25,-0.12652529678054134,-0.15994591070291933,1.0422576009074516,-0.061827982267658,-0.022858788690198573,0.05115784614918703,1.0652955461089866
0.26,-0.11455743471456732,-0.13188160512903388,1.0028305394419508,-0.10432780504442908,-0.05009819435989171,0.03428738069002065,1.0250634121435216
0.27,-0.1699555786021361,-0.14113314342837066,0.9938327454202787,-0.13801446994259856,-0.0542270672826219,0.029463417216680596,1.0292539290356209
0.28,-0.23604991185615415,-0.2043162624301972,1.0028665931258114,-0.17716314500946004,-0.05114002514531634,-0.05665665272446949,1.067903627678061
0.29,-0.2807392650401195,-0.16788962002370064,1.0429084160371744,-0.270016500189554,-0.04016923720911797,-0.013430763271602628,1.1266597920769041
0.3,-0.2475938959579425,-0.17649936414708936,0.9073106399896173,-0.16873256330722106,-0.10289422159876693,-0.06946124455946698,0.979566293597692
0.31,-0.2605245972781416,-0.177056117513569,0.9436179838093827,-0.2107648681469663,-0.08407921661506398,-0.14657051779360947,1.0308301969297848
0.32,-0.22668416019587567,-0.09810585883283293,0.9818607829297504,-0.12130718375321453,-0.10144614196481508,-0.19328016034633927,1.0427967385879418
0.33,-0.1731290296401512,-0.11124783760815918,0.8440169312322799,-0.22422031772814327,-0.09232089867703962,-0.21082323250667565,0.9262605773013318
0.34,-0.2556559435676426,-0.05404290756439194,0.9554203678169603,-0.18172998703218038,-0.10027612481460918,-0.3527391682898912,1.071734429240456
0.35000000000000003,-0.23048934260377904,-0.10233008966933377,0.8164613068248073,-0.1782832271402115,-0.09735222778554876,-0.30581785549723034,0.9300498781909445
0.36,-0.24950136063333744,-0.09692390952108554,0.856666150269309,-0.1645563348349236,-0.06425917367300019,-0.3712700627967812,0.987203907243353
0.37,-0.2659787341117813,-0.04684867663978874,0.7892755234972523,-0.1654801734851526,-0.14849747026025575,-0.38249260859377043,0.944262209141987
0.38,-0.28990594434742606,-0.06738625293656844,0.7622798544780414,-0.12350434748726583,-0.06656835409516126,-0.4771931016595373,0.9576298168303405
0.39,-0.20081076482445812,-0.05252492904513395,0.6425193963854192,-0.1896948407957712,-0.11973509432847895,-0.41196632862081456,0.8221629324700545
0.4,-0.19816924035859107,0.017646329116897723,0.6683217547994145,-0.12184845919166314,-0.06251658353022041,-0.33455145434756084,0.7854402934173375
0.41000000000000003,-0.15271093547894093,0.014388757088420696,0.6057262639382552,-0.14023083285562077,-0.13230955314830112,-0.40551694885404743,0.7694455621521122
0.42,-0.16664657446564599,0.008152429469266234,0.6489819958604353,-0.10217476648408956,-0.08003869985866972,-0.3452114398330859,0.7648738382316107
0.43,-0.23585475748911539,0.05708037299876961,0.5329288732979198,-0.07999931803137636,-0.09059583874887843,-0.418358218558981,0.7297464734594205
0.44,-0.03867314463465184,0.008005464128971369,0.5377165952445752,0.020684509679482058,-0.040856070813421574,-0.4238138997089794,0.6873238868414192
0.45,-0.10785158875456037,0.10845229917968113,0.5108441553931665,-0.0453946235283149,-0.006428355372796138,-0.4388134215953015,0.6921089741246329
0.46,-0.06807901250191699,0.06443899663994973,0.5419524783370792,0.044798895275172744,-0.07538033249812431,-0.31842109148116005,0.6415455962379907
0.47000000000000003,-0.004148383495426164,0.08307149115400855,0.5905191638759859,-0.011787273718841942,-0.040078593736150844,-0.2505807819949835,0.6482028435881603
0.48,0.0069173501892140325,0.03189199659751246,0.5505404546866745,0.08021675154638647,-0.032864443186861214,-0.303781738149893,0.6355768126003603
0.49,0.059479910260635614,0.12336469802141838,0.6027184365273645,0.114287284213808,-0.0720516527751508,-0.270147475602193,0.6879381547402033
0.5,0.014856835530626018,0.09989432204825088,0.5706719884753974,0.10196930106332204,-0.017601791115715464,-0.30193065910355615,0.6616160547375338
0.51,0.018666044716203707,0.13985224521771097,0.6776366929818465,0.17447689514285503,-0.005283536135128541,-0.15280684255740984,0.7300127349699472
0.52,0.10472816663129261,0.13829808232212398,0.6747316345751192,0.09205170365690053,-0.022553083844890902,-0.02940165364938835,0.703707142304746
0.53,0.07475999830062277,0.17190890902918843,0.7591923051055572,0.14016085786154914,0.04197492688407678,-0.10509515061871609,0.8024753190771564
0.54,0.1307322658308229,0.19498821243942238,0.9406317743755624,0.14597009812842193,0.047578305087420066,-0.11356835240322129,0.9881134543232858
0.55,0.17936189379123005,0.1407652596662332,0.952120067591848,0.19266206906986907,0.03095099259612872,-0.017492252813911105,0.9984491905419415
0.56,0.2381973897467003,0.1432808909652869,1.0033071637158222,0.24815381820597499,0.08888788009326096,0.03286185875352812,1.0744551872646202
0.5700000000000001,0.1903202237343129,0.11904898046337119,1.113886530919325,0.2111267541982419,0.1388029116911469,0.11670592483162871,1.1698712230831934
0.58,0.2472881759938834,0.09932313061237641,1.1180938493581396,0.12997721028089146,0.127285701267722,0.045069248346299426,1.1645932098031682
